,topic,Count
1,0_berlin_bundestag_usa_heute,19775
71,2_spd_cdu_bundestag_demokratie,7708
60,1_euro_feuerwehr_mehr_ehrenamt,7387
115,6_jahr_wünsche_weihnachten_advent,3322
12,10_euro_bürgergeld_rente_prozent,2276
126,7_europa_eu_europäischen_migration,2157
68,27_bürgersprechstunde_uhr_sprechstunde_per,2102
34,12_kinder_kindern_schulen_familien,2052
104,5_pflege_impfpflicht_versorgung_gesundheit,1963
93,4_rassismus_menschen_opfer_gedenken,1785
