,topic,Count
45,3_ukraine_belarus_türkei_bundeswehr,867
7,10_euro_bürgergeld_rente_prozent,337
39,2_spd_cdu_bundestag_demokratie,233
28,1_euro_feuerwehr_mehr_ehrenamt,198
29,20_israel_hamas_mali_geiseln,122
1,0_berlin_bundestag_usa_heute,119
76,7_europa_eu_europäischen_migration,114
53,4_rassismus_menschen_opfer_gedenken,113
63,5_pflege_impfpflicht_versorgung_gesundheit,103
66,64_assange_julian assange_julian_auslieferung,103
