,topic,Count
71,4_rassismus_menschen_opfer_gedenken,1961
60,3_ukraine_belarus_türkei_bundeswehr,1910
39,1_euro_feuerwehr_mehr_ehrenamt,965
113,8_wasserstoff_klimaschutz_energien_erneuerbaren,925
120,9_frauen_gewalt_gewalt frauen_mädchen,804
50,2_spd_cdu_bundestag_demokratie,766
103,7_europa_eu_europäischen_migration,562
1,0_berlin_bundestag_usa_heute,444
25,12_kinder_kindern_schulen_familien,418
40,20_israel_hamas_mali_geiseln,373
