,topic,Count
1,0_berlin_bundestag_usa_heute,7611
69,2_spd_cdu_bundestag_demokratie,5168
55,17_https_https https_newsletter_quelle,2677
91,4_rassismus_menschen_opfer_gedenken,2003
124,7_europa_eu_europäischen_migration,1735
80,3_ukraine_belarus_türkei_bundeswehr,1668
58,1_euro_feuerwehr_mehr_ehrenamt,1518
12,10_euro_bürgergeld_rente_prozent,1295
102,5_pflege_impfpflicht_versorgung_gesundheit,1274
66,27_bürgersprechstunde_uhr_sprechstunde_per,1115
