,topic,Count
77,4_rassismus_menschen_opfer_gedenken,2626
66,3_ukraine_belarus_türkei_bundeswehr,1648
55,2_spd_cdu_bundestag_demokratie,1627
44,1_euro_feuerwehr_mehr_ehrenamt,1446
129,9_frauen_gewalt_gewalt frauen_mädchen,1198
1,0_berlin_bundestag_usa_heute,974
9,10_euro_bürgergeld_rente_prozent,872
88,5_pflege_impfpflicht_versorgung_gesundheit,788
26,12_kinder_kindern_schulen_familien,618
110,7_europa_eu_europäischen_migration,611
