,topic,Count
1,0_berlin_bundestag_usa_heute,28325
72,2_spd_cdu_bundestag_demokratie,14024
61,1_euro_feuerwehr_mehr_ehrenamt,13324
116,6_jahr_wünsche_weihnachten_advent,6731
83,3_ukraine_belarus_türkei_bundeswehr,5733
127,7_europa_eu_europäischen_migration,5698
105,5_pflege_impfpflicht_versorgung_gesundheit,5257
98,53_csu_cdu_wegenmorgen_cducsubt,5231
94,4_rassismus_menschen_opfer_gedenken,4159
138,8_wasserstoff_klimaschutz_energien_erneuerbaren,3960
