,topic,Count
1,0_berlin_bundestag_usa_heute,29581
61,1_euro_feuerwehr_mehr_ehrenamt,13725
72,2_spd_cdu_bundestag_demokratie,13046
94,4_rassismus_menschen_opfer_gedenken,6794
12,10_euro_bürgergeld_rente_prozent,5465
83,3_ukraine_belarus_türkei_bundeswehr,5231
105,5_pflege_impfpflicht_versorgung_gesundheit,4862
127,7_europa_eu_europäischen_migration,4746
34,12_kinder_kindern_schulen_familien,4069
116,6_jahr_wünsche_weihnachten_advent,3964
