,topic,Count
1,0_berlin_bundestag_usa_heute,20496
71,2_spd_cdu_bundestag_demokratie,9123
60,1_euro_feuerwehr_mehr_ehrenamt,6599
115,6_jahr_wünsche_weihnachten_advent,5453
97,53_csu_cdu_wegenmorgen_cducsubt,3216
126,7_europa_eu_europäischen_migration,2341
68,27_bürgersprechstunde_uhr_sprechstunde_per,2120
104,5_pflege_impfpflicht_versorgung_gesundheit,1937
82,3_ukraine_belarus_türkei_bundeswehr,1690
44,13_digitalisierung_digitale_ki_digitalen,1659
